term_id	lemma	cf	df
61804	Madagascariensis	1	1
61805	Madam	1	1
61806	Madame-Saqui	1	1
61807	Madame-mère	1	1
61808	Madelaine	1	1
61809	Madeleine-la-Désolée	1	1
61810	Madhadjy-Sindiah	1	1
61811	Madianites	1	1
61812	Madona	1	1
61813	Madoneta	1	1
61814	Madonettes	1	1
61815	Madonia	1	1
61816	Madonna-del-Arco	1	1
61817	Madorge	1	1
61818	Madragone	1	1
61819	Madre-de-Dios	1	1
61820	Madurins	1	1
61821	Maelström	1	1
61822	Maestro	1	1
61823	Mafaloise	1	1
61824	Maffatay	1	1
61825	Maffi	1	1
61826	Maffitt	1	1
61827	Mafrag	1	1
61828	Magache	1	1
61829	Magadha	1	1
61830	Magala	1	1
61831	Magalhens	1	1
61832	Magalhãez	1	1
61833	Magasin	1	1
61834	Magde	1	1
61835	Magellanique	1	1
61836	Mages	1	1
61837	Maggiar	1	1
61838	Maggiore	1	1
61839	Magis	1	1
61840	Magistrat	1	1
61841	Magna	1	1
61842	Magnenville	1	1
61843	Magnifico	1	1
61844	Magnifique	1	1
61845	Magouri	1	1
61846	Magrath	1	1
61847	Mahaena	1	1
61848	Maharajahs	1	1
61849	Maharates	1	1
61850	Maharattes	1	1
61851	Mahaud	1	1
61852	Mahaéna	1	1
61853	Mahingas	1	1
61854	Mahoganni	1	1
61855	Mahoganniennes	1	1
61856	Mahommedia	1	1
61857	Mahométans	1	1
61858	Mahrah	1	1
61859	Mahumétische	1	1
61860	Mai-z-oui	1	1
61861	Maiao	1	1
61862	Maiden-Islands	1	1
61863	Maidstone	1	1
61864	Maigre	1	1
61865	Maillochon	1	1
61866	Maillotins	1	1
61867	Main-Cabin	1	1
61868	Main-Gauche	1	1
61869	Maingrat	1	1
61870	Mainland	1	1
61871	Mains-unies	1	1
61872	Mainsbourg	1	1
61873	Maintenay	1	1
61874	Maire	1	1
61875	Maison-Charitable	1	1
61876	Maison-Fort	1	1
61877	Maison-d'Or	1	1
61878	Maison-de-Ville	1	1
61879	Maison-des-Gardes	1	1
61880	Maisons-Moussues	1	1
61881	Majaki	1	1
61882	Majeddo	1	1
61883	Majestaet	1	1
61884	Majesté.	1	1
61885	MajestéLa	1	1
61886	Majorano	1	1
61887	Majorquain	1	1
61888	Majorquaines	1	1
61889	Makado	1	1
61890	Makariew	1	1
61891	Makay	1	1
61892	Makedo	1	1
61893	Makensie	1	1
61894	Maketo	1	1
61895	Makhimos	1	1
61896	Makin	1	1
61897	Makondo	1	1
61898	Makrialos	1	1
61899	Makukar	1	1
61900	Malabars	1	1
61901	Malabry	1	1
61902	Maladetta	1	1
61903	Malagazari	1	1
61904	Malaises	1	1
61905	Malara	1	1
61906	Malaria	1	1
61907	Malarn	1	1
61908	Malate	1	1
61909	Malavet	1	1
61910	Malborough	1	1
61911	Malbroug	1	1
61912	Malbrough	1	1
61913	Malbrouk	1	1
61914	Malc	1	1
61915	Maledives	1	1
61916	Malepeste	1	1
61917	Malestroit	1	1
61918	Malfatti	1	1
61919	Malheure	1	1
61920	Malicoro	1	1
61921	Malikolo	1	1
61922	Malinconia	1	1
61923	Malinhead	1	1
61924	Malinuu	1	1
61925	Malipiero	1	1
61926	Maliteno	1	1
61927	Maliverne	1	1
61928	Malle-poste	1	1
61929	Mallicolo	1	1
61930	Malligaum	1	1
61931	Mallow	1	1
61932	Malones	1	1
61933	Malorum	1	1
61934	Malouine	1	1
61935	Maltaises	1	1
61936	Maltebrun	1	1
61937	Malvah	1	1
61938	Malvoisie	1	1
61939	Malyï	1	1
61940	Malédiction	1	1
61941	Mam'selle	1	1
61942	Mambrin	1	1
61943	Mameluck	1	1
61944	Mamers	1	1
61945	Mamert	1	1
61946	Mamertine	1	1
61947	Mamilius	1	1
61948	Mammon	1	1
61949	Mammons	1	1
61950	Mammoths-trees	1	1
61951	Mammouth-Dôme	1	1
61952	Mamohéla	1	1
61953	Mamolin	1	1
61954	Mamonne	1	1
61955	Mamurrarum	1	1
61956	Man-Singh	1	1
61957	Manacor	1	1
61958	Manaens	1	1
61959	Managgia	1	1
61960	Manahiki	1	1
61961	Manaoari	1	1
61962	Manapire	1	1
61963	Manaviche	1	1
61964	Manaynak	1	1
61965	Manceau	1	1
61966	Mancey	1	1
61967	Manchester-Guardian	1	1
61968	Manda	1	1
61969	Mandanne	1	1
61970	Mandanpore	1	1
61971	Mandell	1	1
61972	Mandible-cape	1	1
61973	Mandiglia	1	1
61974	Mandred	1	1
61975	Mandrins	1	1
61976	Mane-Tekel-Pharès	1	1
61977	Manensdorf	1	1
61978	Manereux	1	1
61979	Manes	1	1
61980	Manesson	1	1
61981	Manet	1	1
61982	Manfreds	1	1
61983	Mang-Tchao	1	1
61984	Manga	1	1
61985	Mangala	1	1
61986	Manganjas	1	1
61987	Mangara	1	1
61988	Mangiens	1	1
61989	Mango	1	1
61990	Manguelin	1	1
61991	Manicorne	1	1
61992	Manin	1	1
61993	Maniote	1	1
61994	Maniti	1	1
61995	Manitoba	1	1
61996	Mankarnika	1	1
61997	Mankoura	1	1
61998	Manlius-Talma	1	1
61999	Mann	1	1
62000	Mannaggia	1	1
62001	Mannaggio	1	1
62002	Mannering	1	1
62003	Mannganni-Bluff	1	1
62004	Mannutio	1	1
62005	Mano	1	1
62006	Manoa	1	1
62007	Manoli	1	1
62008	Manons	1	1
62009	Manouba	1	1
62010	Manrique	1	1
62011	Mansarde	1	1
62012	Mansart	1	1
62013	Manson	1	1
62014	Mansourah	1	1
62015	Mantchiang-houng	1	1
62016	Mante	1	1
62017	Manteau-Bleu	1	1
62018	Manteca	1	1
62019	Manthonet	1	1
62020	Mantinée	1	1
62021	Manto	1	1
62022	Mantoou	1	1
62023	Manucci	1	1
62024	Manuel-training-school	1	1
62025	Manufacture	1	1
62026	Manufactures	1	1
62027	Manukan	1	1
62028	Manukau	1	1
62029	Manyemas	1	1
62030	Manzanares	1	1
62031	Mançanarez	1	1
62032	Manœl	1	1
62033	Manœuvrent	1	1
62034	Maoos	1	1
62035	Maoui	1	1
62036	Maoui-Ranga-Rangui	1	1
62037	Mapavra	1	1
62038	Mapaya	1	1
62039	Mapetia	1	1
62040	Mapéta	1	1
62041	Mar	1	1
62042	Maracanatena	1	1
62043	Maradan	1	1
62044	Maradi	1	1
62045	Marais-Jaune	1	1
62046	Marais-du-Temple	1	1
62047	Maraist	1	1
62048	Maraki	1	1
62049	Maraldi	1	1
62050	Marancourt	1	1
62051	Maranhao	1	1
62052	Marano	1	1
62053	Maratistes	1	1
62054	Maratte	1	1
62055	Marbella	1	1
62056	Marbod	1	1
62057	Marbois	1	1
62058	Marboré	1	1
62059	Marbrée	1	1
62060	Marc-Antoine-Nicolas	1	1
62061	Marceduse	1	1
62062	Marcelin	1	1
62063	Marcelline	1	1
62064	Marcellot	1	1
62065	Marchant-Street	1	1
62066	Marche-à-Terre	1	1
62067	Marchenna	1	1
62068	Marcheur	1	1
62069	Marchez	1	1
62070	Marchialy	1	1
62071	Marchoises	1	1
62072	Marchons	1	1
62073	Marché-Neuf	1	1
62074	Marché-aux-Chevaux	1	1
62075	Marci	1	1
62076	Marciana	1	1
62077	Marckham	1	1
62078	Marco-Vicenzio	1	1
62079	Marco-Vincenzio	1	1
62080	Marcomarci	1	1
62081	Marcus-Priscus	1	1
62082	Mardsen	1	1
62083	Mareciana	1	1
62084	Marennes	1	1
62085	Maret	1	1
62086	Margaret	1	1
62087	Margarit	1	1
62088	Margarita-Euphémia	1	1
62089	Margaritae	1	1
62090	Margate	1	1
62091	Margency	1	1
62092	Margoton	1	1
62093	Marguerite-Fontanieu	1	1
62094	Marguery	1	1
62095	Margôt	1	1
62096	Marhaba	1	1
62097	Mari	1	1
62098	Maria-Carolina	1	1
62099	Maria-Clementina	1	1
62100	Maria-Juana-Pepita	1	1
62101	Marialva	1	1
62102	Marianne-Charlotte	1	1
62103	Marias	1	1
62104	Maribal	1	1
62105	Marie-Alphonse	1	1
62106	Marie-Antoinette-Jeanne-Josèphe	1	1
62107	Marie-Armande-Claire	1	1
62108	Marie-Athénaïs	1	1
62109	Marie-Charlotte	1	1
62110	Marie-Cécile-Amélie	1	1
62111	Marie-Joséphine	1	1
62112	Marie-Louise-Anaïs	1	1
62113	Marie-Modeste	1	1
62114	Marie-Nathalie	1	1
62115	Marie-Stuart	1	1
62116	Marie-Théodore	1	1
62117	Marie-Thérese	1	1
62118	Marie-bon-Bec	1	1
62119	Marie-couche	1	1
62120	Marie-dort-en-chiant	1	1
62121	Marienthal	1	1
62122	Marienwerder	1	1
62123	Mariera	1	1
62124	Maries	1	1
62125	Mariinsk	1	1
62126	Marilhat	1	1
62127	Marina-del-Vino	1	1
62128	Marine-Neuve	1	1
62129	Marionnettes	1	1
62130	Maritale	1	1
62131	Maritet	1	1
62132	Maritima	1	1
62133	Maritime	1	1
62134	Maritimes	1	1
62135	Maritimo	1	1
62136	Marié	1	1
62137	Mariée	1	1
62138	Markman	1	1
62139	Markoff	1	1
62140	Marliani	1	1
62141	Marlieux	1	1
62142	Marmier	1	1
62143	Marmot	1	1
62144	Marmouse	1	1
62145	Marmousets	1	1
62146	Marmoutier	1	1
62147	Marmoutiers	1	1
62148	Marollois	1	1
62149	Marona	1	1
62150	Maroni	1	1
62151	Maronic	1	1
62152	Maroungou	1	1
62153	Marphise	1	1
62154	Marquesas	1	1
62155	Marquisans	1	1
62156	Marquès	1	1
62157	Marraine	1	1
62158	Marrast	1	1
62159	Marryat	1	1
62160	Mars-Poiret	1	1
62161	Mars-Prudhomme	1	1
62162	Mars-la-Tour	1	1
62163	Marsa	1	1
62164	Marsaille	1	1
62165	Marsanda	1	1
62166	Marsas	1	1
62167	Marsault	1	1
62168	Marschal	1	1
62169	Marschwiller	1	1
62170	Marseillaix	1	1
62171	Marsham	1	1
62172	Marsiani	1	1
62173	Marsin	1	1
62174	Marsouin	1	1
62175	Marsoullier	1	1
62176	Marston	1	1
62177	Marsèche	1	1
62178	Martellens	1	1
62179	Martellière	1	1
62180	Martens	1	1
62181	Marthe-Pélagie	1	1
62182	Martini-Henry	1	1
62183	Martinn	1	1
62184	Martinowicz	1	1
62185	Martins	1	1
62186	Martons	1	1
62187	Martynn	1	1
62188	Martyre	1	1
62189	Martyrologe	1	1
62190	Marulaz	1	1
62191	Mary-le-Bone	1	1
62192	Maryboroug	1	1
62193	Maryborough	1	1
62194	Marylebone	1	1
62195	Marzan	1	1
62196	Maréotis	1	1
62197	Masarini	1	1
62198	Masbate	1	1
62199	Mascalucia	1	1
62200	Mascarello	1	1
62201	Maschera	1	1
62202	Mascotte	1	1
62203	Masena	1	1
62204	Masino	1	1
62205	Mask	1	1
62206	Maskinongé	1	1
62207	Masle	1	1
62208	Mason	1	1
62209	Masques	1	1
62210	Massa-Carrara	1	1
62211	Massacre	1	1
62212	Massacres	1	1
62213	Massassa	1	1
62214	Massatone	1	1
62215	Massimo	1	1
62216	Massin-Crémière	1	1
62217	Massin-Minoret	1	1
62218	Massorets	1	1
62219	Massouah	1	1
62220	Massu	1	1
62221	Massé	1	1
62222	Master	1	1
62223	Mastodonte	1	1
62224	Mastodontes	1	1
62225	Mastrilla	1	1
62226	Masure	1	1
62227	Mata-Hiva	1	1
62228	Matador	1	1
62229	Mataiea	1	1
62230	Mataitawa	1	1
62231	Matao	1	1
62232	Matapalo	1	1
62233	Matas	1	1
62234	Mater	1	1
62235	Maternité	1	1
62236	Matha	1	1
62237	Mathathias	1	1
62238	Matheson	1	1
62239	Mathias.	1	1
62240	Mathieu-Laensberg	1	1
62241	Mathilda	1	1
62242	Matho	1	1
62243	Mathurins-du-Temple	1	1
62244	Matifas	1	1
62245	Matigot	1	1
62246	Matmore	1	1
62247	Matoua	1	1
62248	Matoumer	1	1
62249	Matronae	1	1
62250	Matteo	1	1
62251	Mattia	1	1
62252	Mattioli	1	1
62253	Matupi	1	1
62254	Maturi	1	1
62255	Matérielles	1	1
62256	Maua	1	1
62257	Maubué	1	1
62258	Maubuée	1	1
62259	Mauchac	1	1
62260	Mauconduit	1	1
62261	Maucrou	1	1
62262	Maudanpore	1	1
62263	Maudet	1	1
62264	Maudit	1	1
62265	Maudites	1	1
62266	Maudits	1	1
62267	Maudsley	1	1
62268	Maufort	1	1
62269	Mauge	1	1
62270	Maugrabin	1	1
62271	Maugrétout	1	1
62272	Maulaincourt	1	1
62273	Maulincourt	1	1
62274	Maumasson	1	1
62275	Mauna-Loa	1	1
62276	Maunck	1	1
62277	Maungatotari	1	1
62278	Maupiti	1	1
62279	Maur	1	1
62280	Mauresque	1	1
62281	Mauresques	1	1
62282	Maurevers	1	1
62283	Mauriac	1	1
62284	Mauriennes	1	1
62285	Maurolimena	1	1
62286	Mauromichalis	1	1
62287	Mauvaise	1	1
62288	Mauvaises	1	1
62289	Mauvaises-Paroles	1	1
62290	Mauves	1	1
62291	Mauwi	1	1
62292	Mauzé	1	1
62293	Mavourneen	1	1
62294	Mavrocordato	1	1
62295	Mavroeinis	1	1
62296	Mawa	1	1
62297	Maximes	1	1
62298	Maximilienne	1	1
62299	Maya	1	1
62300	Mayençaise	1	1
62301	Maygrier	1	1
62302	Mayor	1	1
62303	Mayras	1	1
62304	Mayrinhac	1	1
62305	Mazarins	1	1
62306	Mazella	1	1
62307	Mazet	1	1
62308	Mazetto	1	1
62309	Mazier	1	1
62310	Mazza	1	1
62311	Mazzani	1	1
62312	Mazzini	1	1
62313	Mazzio	1	1
62314	Mazzorbo	1	1
62315	Maçonnique	1	1
62316	Maël-Strom	1	1
62317	Maëlstrœm	1	1
62318	Maëstoso	1	1
62319	Maïda	1	1
62320	Maïdan	1	1
62321	Maïoliques	1	1
62322	Mbourouma	1	1
62323	Mbua	1	1
62324	Mbugge-Levou	1	1
62325	Mbélo	1	1
62326	Mccviii	1	1
62327	Mdaburu	1	1
62328	Mdcclxxxii	1	1
62329	Mdsymta	1	1
62330	Meade	1	1
62331	Meako	1	1
62332	Meath	1	1
62333	Mechelemma	1	1
62334	Meckke	1	1
62335	Medicaginis	1	1
62336	Medical	1	1
62337	Medicine-creek	1	1
62338	Medii	1	1
62339	Mediterraneum	1	1
62340	Medo-Manou	1	1
62341	Medola	1	1
62342	Meerwein	1	1
62343	Meetia	1	1
62344	Mehalla	1	1
62345	Mehamid	1	1
62346	Mehemet	1	1
62347	Mehemet-Ali	1	1
62348	Mei-houa	1	1
62349	Meiklejohn	1	1
62350	Meillan	1	1
62351	Meinnesir	1	1
62352	Meinnesire	1	1
62353	Meivill	1	1
62354	Mekena	1	1
62355	Melanchthon	1	1
62356	Melius	1	1
62357	Meliæ	1	1
62358	Melkisff	1	1
62359	Melle	1	1
62360	Meller	1	1
62361	Mellerault	1	1
62362	Mellila	1	1
62363	Mello	1	1
62364	Melomutes	1	1
62365	Melphe	1	1
62366	Melzicourt	1	1
62367	Membré	1	1
62368	Memorial	1	1
62369	Memoriæ	1	1
62370	Mencio	1	1
62371	Mendax	1	1
62372	Mende	1	1
62373	Menden	1	1
62374	Mendota	1	1
62375	Menehould	1	1
62376	Menenius	1	1
62377	Menesès	1	1
62378	Menil-Broust	1	1
62379	Menilmonte	1	1
62380	Menindié	1	1
62381	Mennesson	1	1
62382	Menneval	1	1
62383	Menuet	1	1
62384	Menzaleh	1	1
62385	Menzaleth	1	1
62386	Menzelinsk	1	1
62387	Mera	1	1
62388	Meraïer	1	1
62389	Mercado	1	1
62390	Mercato-Vecchio	1	1
62391	Mercerie	1	1
62392	Merchants'-Loane	1	1
62393	Merci-Dieu	1	1
62394	Mercurez	1	1
62395	Mercurial	1	1
62396	Mercurio	1	1
62397	Mercury	1	1
62398	Merde	1	1
62399	Merdj	1	1
62400	Mere-Mere	1	1
62401	Mereaux	1	1
62402	Merito	1	1
62403	Merlan	1	1
62404	Merlaude	1	1
62405	Mermorte	1	1
62406	Merouan	1	1
62407	Merrimac	1	1
62408	Merrimak	1	1
62409	Merrion	1	1
62410	Mersebourg	1	1
62411	Merteuil	1	1
62412	Merum	1	1
62413	Merveille	1	1
62414	Merveilleuses	1	1
62415	Mervie	1	1
62416	Merviens	1	1
62417	Merèna	1	1
62418	Mesa	1	1
62419	Meschacebé	1	1
62420	Meschenah	1	1
62421	Mesconsin	1	1
62422	Mesdemoiselles	1	1
62423	Mesdjidi-Kelan	1	1
62424	Mesida	1	1
62425	Mesme	1	1
62426	Mesnière	1	1
62427	Messageries-Françaises	1	1
62428	Messageries-Royales	1	1
62429	Messagers	1	1
62430	Messara	1	1
62431	Messe	1	1
62432	Messinaise	1	1
62433	Messoudiah	1	1
62434	Messéniennes	1	1
62435	Messéniens	1	1
62436	Meswar	1	1
62437	Metastase	1	1
62438	Metel	1	1
62439	Metella	1	1
62440	Methone	1	1
62441	Methye	1	1
62442	Metliti	1	1
62443	Metsu	1	1
62444	Metsys	1	1
62445	Metà	1	1
62446	Meubles	1	1
62447	Meulen	1	1
62448	Meulott	1	1
62449	Meursan	1	1
62450	Meurt	1	1
62451	Meuve	1	1
62452	Mexiana	1	1
62453	Meyerber	1	1
62454	Mezda	1	1
62455	Mezec	1	1
62456	Mezzo-Ceto	1	1
62457	Meïmaneh	1	1
62458	Mfuto	1	1
62459	Mgr.	1	1
62460	Mhora	1	1
62461	Mia	1	1
62462	Miakinsky	1	1
62463	Miami	1	1
62464	Miana	1	1
62465	Miao	1	1
62466	Mich	1	1
62467	Michalon	1	1
62468	Michaux	1	1
62469	Michel'Angela	1	1
62470	Michel-Angelino	1	1
62471	Michel-Jean-Louis	1	1
62472	Michel.	1	1
62473	Michela	1	1
62474	Michelina	1	1
62475	Michipicoten	1	1
62476	Mickievicz	1	1
62477	Micro-Antilie	1	1
62478	Middelbourg	1	1
62479	Middle-Creek	1	1
62480	Middlesborough	1	1
62481	Middlesex	1	1
62482	Middleton	1	1
62483	Midelbourg	1	1
62484	Midio	1	1
62485	Midissin	1	1
62486	Midland-Great-Western	1	1
62487	Midland-Great-Western-railway	1	1
62488	Miedniky	1	1
62489	Miers	1	1
62490	Migneret	1	1
62491	Mignet	1	1
62492	Migraine	1	1
62493	Mihers	1	1
62494	Milanois	1	1
62495	Milazzo	1	1
62496	Milet-Mureau	1	1
62497	Miley	1	1
62498	Miliette	1	1
62499	Miliscola	1	1
62500	Militsh	1	1
62501	Milk	1	1
62502	Mill	1	1
62503	Mill-Springs	1	1
62504	Milla	1	1
62505	Mille-Bras	1	1
62506	Mille-Colonnes	1	1
62507	Mille-Lamas	1	1
62508	Millelot	1	1
62509	Millevoye	1	1
62510	Milliard	1	1
62511	Milliardaire	1	1
62512	Milliére	1	1
62513	Millot	1	1
62514	Mills	1	1
62515	Millwal	1	1
62516	Milly	1	1
62517	Millésimo	1	1
62518	Milords	1	1
62519	Miltow-Malbay	1	1
62520	Milwar	1	1
62521	Mimas	1	1
62522	Mimi-la-Mort	1	1
62523	Min	1	1
62524	Minas	1	1
62525	Minau	1	1
62526	Mincetto	1	1
62527	Minceur	1	1
62528	Mindanais	1	1
62529	Mindare	1	1
62530	Mindoro	1	1
62531	Mine	1	1
62532	Mingréliens	1	1
62533	Mining-Bank	1	1
62534	Ministères	1	1
62535	Minn	1	1
62536	Minnsinsk	1	1
62537	Minoret-Levault	1	1
62538	Minoret-Massin	1	1
62539	Minoret-Minoret	1	1
62540	Minotauriques	1	1
62541	Minoussinsk	1	1
62542	Minsk	1	1
62543	MintLa	1	1
62544	Minto	1	1
62545	Mintury	1	1
62546	Minuantes	1	1
62547	Minute	1	1
62548	Mio	1	1
62549	Mion	1	1
62550	Miosen	1	1
62551	Miossens	1	1
62552	Miquele	1	1
62553	Mirabeau-Tonneau	1	1
62554	Mirabeaux	1	1
62555	Mirador	1	1
62556	Mirainbaux	1	1
62557	Mirault-le-Jurat	1	1
62558	Miremagne	1	1
62559	Miremont	1	1
62560	Mirevelt	1	1
62561	Mirni	1	1
62562	Mirzapore	1	1
62563	Mirzapour	1	1
62564	Misapouf	1	1
62565	Misi	1	1
62566	Misida	1	1
62567	Mislin	1	1
62568	Missels	1	1
62569	Missionary	1	1
62570	Missionnaire	1	1
62571	Missionnary	1	1
62572	Missouri-Mississipi	1	1
62573	Mister	1	1
62574	Misti	1	1
62575	Mistour	1	1
62576	Misé	1	1
62577	Miséricordieux	1	1
62578	Mitant	1	1
62579	Mithra	1	1
62580	Mithridates	1	1
62581	Mitsimanitou	1	1
62582	Mittio	1	1
62583	Mizerai	1	1
62584	Mnémon	1	1
62585	Mo-Ioga	1	1
62586	Mo-ron	1	1
62587	Moa	1	1
62588	Moab	1	1
62589	Moala	1	1
62590	Mobro	1	1
62591	Moccoli	1	1
62592	Mocquart	1	1
62593	Mocquelenne	1	1
62594	Mocta-Douz	1	1
62595	Modder	1	1
62596	Modello	1	1
62597	Modenaises	1	1
62598	Moder	1	1
62599	Modes	1	1
62600	Modeste-Louise-Caroline-Brigitte	1	1
62601	Modocs	1	1
62602	Modoks	1	1
62603	Moedler	1	1
62604	Moelder	1	1
62605	Moestlin	1	1
62606	Moffy-Iti	1	1
62607	Mogador	1	1
62608	Moghistan	1	1
62609	Mogol-Taou	1	1
62610	Mogul-Seraï	1	1
62611	Mohamed	1	1
62612	Mohammed-Yakoub	1	1
62613	Mohammed-ben-Abdoallah	1	1
62614	Mohawks	1	1
62615	Moher	1	1
62616	Mohir	1	1
62617	Moi.	1	1
62618	Moigno	1	1
62619	Moika	1	1
62620	Moissan	1	1
62621	Moisselle	1	1
62622	Moissens	1	1
62623	Moissonneurs	1	1
62624	Moissonneuse	1	1
62625	Mojaïsk	1	1
62626	Moju	1	1
62627	Mokalaosé	1	1
62628	Mole.	1	1
62629	Molena	1	1
62630	Moles	1	1
62631	Molhenters	1	1
62632	Molina-Nourho	1	1
62633	Molinchart	1	1
62634	Molinde	1	1
62635	Molines	1	1
62636	Molinia	1	1
62637	Molinos	1	1
62638	Molières	1	1
62639	Mollet	1	1
62640	Mollien	1	1
62641	Molluques	1	1
62642	Mologa	1	1
62643	Molosiglio	1	1
62644	Molvill	1	1
62645	Molène	1	1
62646	Mombas	1	1
62647	Momeries	1	1
62648	Momonoff	1	1
62649	Momoro	1	1
62650	Monacans	1	1
62651	Monaquois	1	1
62652	Monaquoise	1	1
62653	Monbard	1	1
62654	Monbreuse	1	1
62655	Moncheu	1	1
62656	Monchieur	1	1
62657	Monconys	1	1
62658	Moncrabeau	1	1
62659	Mondania	1	1
62660	Monde	1	1
62661	Mondheux	1	1
62662	Mondori	1	1
62663	Mondory	1	1
62664	Mondégo	1	1
62665	Monferrato	1	1
62666	Mongallos	1	1
62667	Mongibello	1	1
62668	Monglat	1	1
62669	Mongols-Khalkas	1	1
62670	Monheur	1	1
62671	Monichtrolle	1	1
62672	Monlieu	1	1
62673	Monmouth	1	1
62674	Mono	1	1
62675	Monobasia	1	1
62676	Monona	1	1
62677	Monopole	1	1
62678	Monopoli	1	1
62679	Monotony	1	1
62680	Monowghila	1	1
62681	Monpensier	1	1
62682	Monpilieri	1	1
62683	Monpou	1	1
62684	Monroy	1	1
62685	Mons-en-Puelle	1	1
62686	Monseigneur.	1	1
62687	Monsieur-dragons	1	1
62688	Monsignor	1	1
62689	Monsiou	1	1
62690	Monsouris	1	1
62691	Mont-Cavi	1	1
62692	Mont-Egmont	1	1
62693	Mont-Notre-Dame	1	1
62694	Mont-Ours	1	1
62695	Mont-Perdu	1	1
62696	Mont-Rose	1	1
62697	Mont-Sacré	1	1
62698	Mont-Saint	1	1
62699	Mont-Saint-Bernard	1	1
62700	Mont-Saint-Michel	1	1
62701	Mont-Sauvage	1	1
62702	Mont-Ventoux	1	1
62703	Mont-sous-Vaudrey	1	1
62704	Montabor	1	1
62705	Montagna	1	1
62706	Montagnais	1	1
62707	Montagne-Gravée	1	1
62708	Montagne-Noire	1	1
62709	Montagne-Peinte	1	1
62710	Montagnes-Beaujon	1	1
62711	Montagnes-Blanches	1	1
62712	Montagnes-de-Fer	1	1
62713	Montagnon	1	1
62714	Montalban	1	1
62715	Montalbano	1	1
62716	Montalent	1	1
62717	Montalta	1	1
62718	Montalte	1	1
62719	Montam	1	1
62720	Montantmanigne	1	1
62721	Montanus	1	1
62722	Montauk	1	1
62723	Montauron	1	1
62724	Montbarron	1	1
62725	Montbijou	1	1
62726	Montbrison	1	1
62727	Montbro	1	1
62728	Montburon	1	1
62729	Montbéliard	1	1
62730	Montcalvo	1	1
62731	Montchoisy	1	1
62732	Monte-Calvo	1	1
62733	Monte-Catini	1	1
62734	Monte-Legino	1	1
62735	Monte-Mileto	1	1
62736	Monte-Nuovo	1	1
62737	Monte-Olivetto	1	1
62738	Monte-Remoto	1	1
62739	Monte-Santo	1	1
62740	Monte-Virgine	1	1
62741	Monte-di-Dio	1	1
62742	Monte-di-Pieta	1	1
62743	Monte-à-l'Assaut	1	1
62744	Montecchi	1	1
62745	Montecelli	1	1
62746	Montech	1	1
62747	Montefiori	1	1
62748	Monteiro	1	1
62749	Montejanos	1	1
62750	Montejean	1	1
62751	Monteleone	1	1
62752	Montellesimo	1	1
62753	Montemiselle	1	1
62754	Montenegro	1	1
62755	Monteroni	1	1
62756	Monterosso	1	1
62757	Montet	1	1
62758	Monteverde	1	1
62759	Montfalcon	1	1
62760	Montfalconnet	1	1
62761	Montgeron	1	1
62762	Monthermé	1	1
62763	Monticelli	1	1
62764	Monticello	1	1
62765	Montier-en-Der	1	1
62766	Montimont	1	1
62767	Montivy	1	1
62768	Montjoie-Saint-Denis	1	1
62769	Montlenchamp	1	1
62770	Montlevy	1	1
62771	Montlignon	1	1
62772	Montlucs	1	1
62773	Montluel	1	1
62774	Montmartres	1	1
62775	Montmeillan	1	1
62776	Montmeillant	1	1
62777	Montmorency-Damville	1	1
62778	Montmorond	1	1
62779	Monton	1	1
62780	Montpantier	1	1
62781	Montpernasse	1	1
62782	Montre-m'en	1	1
62783	Montreale	1	1
62784	Montredon	1	1
62785	Montreuil-aux-Dames	1	1
62786	Montrieux	1	1
62787	Montrose.	1	1
62788	Montréalais	1	1
62789	Monts-Blancs	1	1
62790	Monts-Dor	1	1
62791	Monts-Maudits	1	1
62792	Monts-des-Cascades	1	1
62793	Montsire	1	1
62794	Montéclin	1	1
62795	Montée	1	1
62796	Montégu	1	1
62797	Montélimarois	1	1
62798	Montélimarrois	1	1
62799	Monténégrin	1	1
62800	Monyon	1	1
62801	Monza	1	1
62802	Monzir	1	1
62803	Moody	1	1
62804	Moore's-Corner	1	1
62805	Moquet	1	1
62806	Moquin-Tandon	1	1
62807	Mora	1	1
62808	Morainvilliers	1	1
62809	Moral	1	1
62810	Morales	1	1
62811	Moralès	1	1
62812	Morande	1	1
62813	Moras	1	1
62814	Morat	1	1
62815	Moraès	1	1
62816	Morbleu	1	1
62817	Mord	1	1
62818	Mordieux	1	1
62819	Mordié	1	1
62820	Mordviens	1	1
62821	Morea	1	1
62822	Moreau-Malvin	1	1
62823	Moreland	1	1
62824	Morelle	1	1
62825	Moresques	1	1
62826	Moretto	1	1
62827	Morgane	1	1
62828	Morge	1	1
62829	Morgen	1	1
62830	Morghatten	1	1
62831	Moriat	1	1
62832	Morice	1	1
62833	Morillon	1	1
62834	Morinet	1	1
62835	Morins	1	1
62836	Moriot	1	1
62837	Morisson	1	1
62838	Morituri	1	1
62839	Morlaisienne	1	1
62840	Morlaques	1	1
62841	Mormones	1	1
62842	Mornais	1	1
62843	Morning-Chronicle	1	1
62844	Morom	1	1
62845	Moromoros	1	1
62846	Moron	1	1
62847	Morphise	1	1
62848	Morrill	1	1
62849	Morrisson	1	1
62850	Mors	1	1
62851	Morselli	1	1
62852	Morsheim	1	1
62853	Mort-Dieu	1	1
62854	Mortan	1	1
62855	Mortemar	1	1
62856	Morts	1	1
62857	Mortz	1	1
62858	Morus	1	1
62859	Morven	1	1
